num_founder mean_children_num variance_children_num umi_len err_rate insertion-deletion-substitution replicate total_umi simulated_mean_children_num simulated_variance_children_num substitution_base indel_base simulated_insertion-deletion-substitution substitution_only_umi indel_umi uniq_umi tool clustering_threshold thread runtime_in_sec dedup_umi_cluster V-measure homogeneity_score completeness_score RPU_cutoff RPU_cutoff_model estimated_molecule
10000 100 200 18 0.001 1-1-40 2 1009558 100.956 202 17165 855 1.041-1.000-40.967 17016 855 27602 humid-fixed-max 1 1 17.25 10902 0.9997 1.0000 0.9995 NA NA 10902
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 UMI-nea 1 14 9.20 10146 1.0000 1.0000 0.9999 47 negbinom 10000
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 umi-tools 1 1 10.87 10519 0.9998 1.0000 0.9997 NA NA 10519
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 calib 2 14 2.10 10613 0.9996 0.9997 0.9996 NA NA 10613
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 humid 1 1 17.73 10495 0.9996 0.9997 0.9995 NA NA 10495
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 humid-fixed 1 1 18.07 10873 0.9997 1.0000 0.9995 NA NA 10873
10000 100 200 18 0.001 1-1-40 3 1011402 101.14 201 17012 820 1.000-1.005-41.594 16866 819 27436 humid-fixed-max 1 1 17.28 10859 0.9997 1.0000 0.9995 NA NA 10859
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 UMI-nea 3 14 1.35 1011 1.0000 1.0000 0.9999 49 negbinom 1000
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 umi-tools 3 1 4.31 1448 0.9970 1.0000 0.9940 NA NA 1448
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 calib 2 14 0.38 6702 0.9651 1.0000 0.9326 NA NA 6702
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 humid 3 1 15.14 1322 0.9433 0.9280 0.9591 NA NA 1322
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 humid-fixed 3 1 23.82 1555 0.9978 1.0000 0.9955 NA NA 1555
1000 100 200 25 0.01 1-1-1 1 100771 100.771 202 8276 16516 1.005-1.000-1.005 6799 15307 21303 humid-fixed-max 3 1 24.08 1204 0.9992 1.0000 0.9984 NA NA 1204
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 UMI-nea 3 14 1.30 1009 1.0000 1.0000 0.9999 51 negbinom 1000
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 umi-tools 3 1 4.21 1468 0.9969 1.0000 0.9939 NA NA 1468
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 calib 2 14 0.36 6736 0.9649 1.0000 0.9321 NA NA 6736
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 humid 3 1 15.02 1380 0.9434 0.9285 0.9588 NA NA 1380
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 humid-fixed 3 1 23.08 1650 0.9974 1.0000 0.9948 NA NA 1650
1000 100 200 25 0.01 1-1-1 2 100357 100.357 195 8308 16219 1.000-1.000-1.025 6761 15018 21056 humid-fixed-max 3 1 22.74 1248 0.9990 1.0000 0.9980 NA NA 1248
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 UMI-nea 3 14 1.35 1013 0.9999 1.0000 0.9999 48 negbinom 1000
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 umi-tools 3 1 4.36 1433 0.9971 1.0000 0.9942 NA NA 1433
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 calib 2 14 0.39 6856 0.9642 1.0000 0.9309 NA NA 6856
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 humid 3 1 15.26 1358 0.9429 0.9277 0.9587 NA NA 1358
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 humid-fixed 3 1 23.57 1621 0.9975 1.0000 0.9950 NA NA 1621
1000 100 200 25 0.01 1-1-1 3 100635 100.635 204 8434 16484 1.000-1.011-1.029 6827 15238 21267 humid-fixed-max 3 1 23.95 1223 0.9991 1.0000 0.9982 NA NA 1223
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 UMI-nea 3 14 106.12 10091 1.0000 1.0000 0.9999 51 negbinom 9999
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 umi-tools 3 1 431.04 14786 0.9976 1.0000 0.9952 NA NA 14786
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 calib 2 14 7.60 65205 0.9743 1.0000 0.9498 NA NA 65205
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 humid 3 1 316.13 13652 0.9475 0.9273 0.9686 NA NA 13652
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 humid-fixed 3 1 482.69 16294 0.9981 1.0000 0.9962 NA NA 16294
10000 100 200 25 0.01 1-1-1 1 1009456 100.946 205 83766 166075 1.000-1.000-1.009 68743 153557 213972 humid-fixed-max 3 1 502.29 12280 0.9993 1.0000 0.9986 NA NA 12280
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 UMI-nea 3 14 108.70 10073 1.0000 1.0000 1.0000 52 negbinom 10000
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 umi-tools 3 1 439.88 14728 0.9977 1.0000 0.9953 NA NA 14728
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 calib 2 14 7.56 64500 0.9747 1.0000 0.9506 NA NA 64500
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 humid 3 1 306.15 13700 0.9475 0.9274 0.9686 NA NA 13700
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 humid-fixed 3 1 482.07 16342 0.9981 1.0000 0.9962 NA NA 16342
10000 100 200 25 0.01 1-1-1 2 1010519 101.052 204 83341 166318 1.000-1.001-1.003 68230 153525 213531 humid-fixed-max 3 1 476.32 12304 0.9993 1.0000 0.9986 NA NA 12304
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 UMI-nea 3 14 108.79 10083 1.0000 1.0000 0.9999 51 negbinom 10000
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 umi-tools 3 1 434.18 14703 0.9977 1.0000 0.9953 NA NA 14703
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 calib 2 14 7.60 65674 0.9740 1.0000 0.9493 NA NA 65674
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 humid 3 1 305.32 13715 0.9473 0.9271 0.9685 NA NA 13715
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 humid-fixed 3 1 480.35 16372 0.9981 1.0000 0.9962 NA NA 16372
10000 100 200 25 0.01 1-1-1 3 1009138 100.914 201 83245 166676 1.002-1.000-1.000 68158 154070 214019 humid-fixed-max 3 1 481.14 12253 0.9993 1.0000 0.9986 NA NA 12253
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 UMI-nea 4 14 3.84 1011 1.0000 1.0000 0.9999 50 negbinom 1000
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 umi-tools 4 1 11.96 1479 0.9971 1.0000 0.9942 NA NA 1479
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 calib 2 14 2.62 15801 0.9231 1.0000 0.8571 NA NA 15801
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 humid 4 1 421.18 1473 0.9019 0.8699 0.9363 NA NA 1473
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 humid-fixed 4 1 718.17 1796 0.9968 1.0000 0.9936 NA NA 1796
1000 100 200 50 0.01 1-1-1 1 101098 101.098 191 16767 33339 1.005-1.000-1.009 11083 28448 38233 humid-fixed-max 4 1 711.33 1347 0.9986 1.0000 0.9972 NA NA 1347
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 UMI-nea 4 14 3.98 1018 0.9999 1.0000 0.9999 45 negbinom 1000
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 umi-tools 4 1 11.94 1471 0.9971 1.0000 0.9941 NA NA 1471
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 calib 2 14 2.75 15966 0.9222 1.0000 0.8557 NA NA 15966
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 humid 4 1 425.90 1462 0.9026 0.8709 0.9367 NA NA 1462
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 humid-fixed 4 1 738.17 1794 0.9968 1.0000 0.9936 NA NA 1794
1000 100 200 50 0.01 1-1-1 2 101088 101.088 210 16597 33429 1.022-1.000-1.004 11154 28502 38349 humid-fixed-max 4 1 719.49 1315 0.9987 1.0000 0.9975 NA NA 1315
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 UMI-nea 4 14 3.86 1009 1.0000 1.0000 0.9999 51 negbinom 1000
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 umi-tools 4 1 12.05 1454 0.9972 1.0000 0.9944 NA NA 1454
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 calib 2 14 2.87 15794 0.9232 1.0000 0.8573 NA NA 15794
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 humid 4 1 404.80 1500 0.9014 0.8693 0.9359 NA NA 1500
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 humid-fixed 4 1 698.86 1802 0.9968 1.0000 0.9936 NA NA 1802
1000 100 200 50 0.01 1-1-1 3 100578 100.578 188 16576 33071 1.000-1.013-1.009 11023 28225 37931 humid-fixed-max 4 1 692.13 1359 0.9986 1.0000 0.9971 NA NA 1359
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 UMI-nea 4 14 356.89 10127 1.0000 1.0000 0.9999 49 negbinom 10000
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 umi-tools 4 1 2278.43 14787 0.9978 1.0000 0.9956 NA NA 14787
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 calib 2 14 47.10 158484 0.9412 1.0000 0.8890 NA NA 158484
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 humid 4 1 6599.22 14983 0.9085 0.8694 0.9512 NA NA 14983
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 humid-fixed 4 1 11047.65 18200 0.9975 1.0000 0.9951 NA NA 18200
10000 100 200 50 0.01 1-1-1 1 1010971 101.097 200 166946 333951 1.000-1.003-1.001 110960 284723 382694 humid-fixed-max 4 1 10909.53 13544 0.9989 1.0000 0.9979 NA NA 13544
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 UMI-nea 4 14 348.95 10120 1.0000 1.0000 0.9999 49 negbinom 9999
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 umi-tools 4 1 1979.44 14713 0.9978 1.0000 0.9956 NA NA 14713
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 calib 2 14 44.89 157839 0.9413 1.0000 0.8891 NA NA 157839
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 humid 4 1 6416.39 14901 0.9089 0.8700 0.9514 NA NA 14901
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 humid-fixed 4 1 11134.38 18075 0.9976 1.0000 0.9951 NA NA 18075
10000 100 200 50 0.01 1-1-1 2 1010020 101.002 198 166605 332600 1.005-1.000-1.004 110801 283883 381991 humid-fixed-max 4 1 11157.64 13518 0.9989 1.0000 0.9979 NA NA 13518
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 UMI-nea 4 14 344.46 10140 1.0000 1.0000 0.9999 48 negbinom 10000
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 umi-tools 4 1 1703.32 14781 0.9978 1.0000 0.9956 NA NA 14781
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 calib 2 14 44.89 158394 0.9412 1.0000 0.8889 NA NA 158394
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 humid 4 1 6533.22 15015 0.9087 0.8698 0.9513 NA NA 15015
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 humid-fixed 4 1 11038.17 18089 0.9976 1.0000 0.9951 NA NA 18089
10000 100 200 50 0.01 1-1-1 3 1011521 101.152 199 167761 333906 1.002-1.000-1.006 111347 284629 383054 humid-fixed-max 4 1 11004.58 13551 0.9989 1.0000 0.9979 NA NA 13551
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 UMI-nea 5 14 3.12 1006 1.0000 1.0000 1.0000 53 negbinom 1000
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 umi-tools 5 1 41.52 1545 0.9948 0.9986 0.9910 NA NA 1545
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 calib 2 14 0.82 10668 0.9356 1.0000 0.8790 NA NA 10668
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 humid 5 1 1363.72 1434 0.8670 0.8198 0.9201 NA NA 1434
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 humid-fixed 5 1 2314.99 1596 0.9975 0.9999 0.9951 NA NA 1596
1000 100 200 25 0.03 1-1-1 1 101260 101.26 200 25099 50236 1.000-1.021-1.010 13730 39960 48896 humid-fixed-max 5 1 2298.18 1082 0.9989 0.9984 0.9993 NA NA 1082
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 UMI-nea 5 14 2.99 1005 1.0000 1.0000 1.0000 54 negbinom 1000
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 umi-tools 5 1 39.81 1572 0.9941 0.9981 0.9902 NA NA 1572
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 calib 2 14 0.81 10347 0.9368 1.0000 0.8811 NA NA 10347
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 humid 5 1 1417.33 1392 0.8691 0.8225 0.9213 NA NA 1392
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 humid-fixed 5 1 2367.83 1553 0.9978 1.0000 0.9956 NA NA 1553
1000 100 200 25 0.03 1-1-1 2 101386 101.386 202 24984 50122 1.002-1.004-1.000 13700 39851 48700 humid-fixed-max 5 1 0.00 0 0.0000 0.0000 0.0000 NA NA 0
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 UMI-nea 5 14 3.36 1004 1.0000 1.0000 1.0000 55 negbinom 1000
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 umi-tools 5 1 39.68 1552 0.9950 0.9990 0.9911 NA NA 1552
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 calib 2 14 0.81 10378 0.9368 1.0000 0.8811 NA NA 10378
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 humid 5 1 1352.95 1436 0.8716 0.8262 0.9222 NA NA 1436
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 humid-fixed 5 1 2311.22 1613 0.9975 1.0000 0.9951 NA NA 1613
1000 100 200 25 0.03 1-1-1 3 101368 101.368 198 25250 49772 1.010-1.000-1.020 13797 39445 48571 humid-fixed-max 5 1 2314.65 1109 0.9991 0.9992 0.9991 NA NA 1109
10000 100 200 25 0.03 1-1-1 1 1008932 100.893 201 250224 499310 1.001-1.000-1.003 136709 395760 485555 UMI-nea 5 14 255.86 10043 1.0000 1.0000 1.0000 54 negbinom 9999
10000 100 200 25 0.03 1-1-1 1 1008932 100.893 201 250224 499310 1.001-1.000-1.003 136709 395760 485555 umi-tools 5 1 5208.59 15584 0.9876 0.9891 0.9861 NA NA 15584
10000 100 200 25 0.03 1-1-1 1 1008932 100.893 201 250224 499310 1.001-1.000-1.003 136709 395760 485555 calib 2 14 14.33 100307 0.9532 0.9996 0.9108 NA NA 100307
10000 100 200 25 0.03 1-1-1 1 1008932 100.893 201 250224 499310 1.001-1.000-1.003 136709 395760 485555 humid 5 1 0.00 0 0.0000 0.0000 0.0000 NA NA 0
1000 100 200 50 0.03 1-1-1 1 101154 101.154 203 49889 100095 1.002-1.004-1.000 14551 63626 76326 UMI-nea 8 14 7.56 1002 1.0000 1.0000 1.0000 56 negbinom 1000
1000 100 200 50 0.03 1-1-1 1 101154 101.154 203 49889 100095 1.002-1.004-1.000 14551 63626 76326 umi-tools 8 1 71.42 1227 0.9984 1.0000 0.9969 NA NA 1227
1000 100 200 50 0.03 1-1-1 1 101154 101.154 203 49889 100095 1.002-1.004-1.000 14551 63626 76326 calib 2 14 6.40 38094 0.8449 1.0000 0.7315 NA NA 38094
10000 100 200 50 0.03 1-1-1 1 1008759 100.876 203 500367 997224 1.000-1.000-1.004 146053 634409 762187 UMI-nea 8 14 710.18 10011 1.0000 1.0000 1.0000 57 negbinom 9999
10000 100 200 50 0.03 1-1-1 1 1008759 100.876 203 500367 997224 1.000-1.000-1.004 146053 634409 762187 umi-tools 8 1 12812.48 12431 0.9988 1.0000 0.9975 NA NA 12431
10000 100 200 50 0.03 1-1-1 1 1008759 100.876 203 500367 997224 1.000-1.000-1.004 146053 634409 762187 calib 2 14 91.69 371435 0.8808 1.0000 0.7870 NA NA 371435
